hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text,others
29549,2305,24h,Found a new house listed for sale that is both attractive and in my price range.,Found a new house listed for sale that is both attractive and in my price range.,True,1,NA,achievement,15,found house list sale attractive price range,0
29584,505,24h,My friend sent me pictures of his cat.,My friend sent me pictures of his cat.,True,1,bonding,bonding,16,friend picture cat,2
29597,1165,24h,My daughter made me a beautiful painting with her poop.,My daughter made me a beautiful painting with her poop.,True,1,NA,affection,17,daughter beautiful painted poop,3
29699,7,24h,"Both of my kids had school today, so I had the house to myself.  Peace and quiet at last.  It was very restful too.","Both of my kids had school today, so I had the house to myself.  Peace and quiet at last.  It was very restful too.",True,3,NA,enjoy_the_moment,18,kids school house peace quiet rest,1
29792,345,24h,I went out to a local hockey game with my brothers.,I went out to a local hockey game with my brothers.,True,1,NA,affection,19,local hockey game brother,2
29810,3542,24h,An immediate family member received a promotion at work.,An immediate family member received a promotion at work.,True,1,NA,affection,20,family received promotion,2
29811,9544,24h,I met a girl at a coffee shop and got her phone number. Later went on date and had sexual realtions,I met a girl at a coffee shop and got her phone number. Later went on date and had sexual realtions,True,2,NA,affection,21,met girl coffee shopping phone date sexual realtions,2
30013,78,24h,I went to see Beauty and the Beast with my friends and it's fantastic,I went to see Beauty and the Beast with my friends and it's fantastic,True,1,NA,bonding,22,beautiful beast friend fantastic,3
30258,5060,24h,I think my happiest moment in the last month was when I got to see old friends from college for a weekend,I think my happiest moment in the last month was when I got to see old friends from college for a weekend,True,1,NA,bonding,23,moment friend college weekend,4
30409,280,24h,"one month ago, one morning just beyond daybreak, I was snug in my bed, blankets tucked under my chin, sleeping the sound, deep, dreamless, sleep that comes upon a mother of two toddlers. When, suddenly, my left eyelid was peeled back from my eyeball. aItas a happy day!a","one month ago, one morning just beyond daybreak, I was snug in my bed, blankets tucked under my chin, sleeping the sound, deep, dreamless, sleep that comes upon a mother of two toddlers. When, suddenly, my left eyelid was peeled back from my eyeball. ""It's a happy day!a",False,3,NA,affection,24,morning daybreak snug bed blankets tucked chin sleep sound deep dreamless sleep mother toddlers suddenly left eyelid peeled eyeball daya,2
30488,6746,24h,I was very happy to see my husband after he was away working for the last two and a half months.,I was very happy to see my husband after he was away working for the last two and a half months.,True,1,NA,affection,25,husband half,1
30567,2008,24h,I got to travel 4 hours away to meet up with some friends and celebrate one of their birthdays. We all just goofed off for a few days while we stayed at a hotel and had a mini birthday party.,I got to travel 4 hours away to meet up with some friends and celebrate one of their birthdays. We all just goofed off for a few days while we stayed at a hotel and had a mini birthday party.,True,2,NA,bonding,26,travel hours meet friend celebrated birthday goofed days stay hotel mini birthday party,3
30598,2960,24h,I was happy when I was playing video games online with a friend living far away.,I was happy when I was playing video games online with a friend living far away.,True,1,NA,bonding,27,playing video game online friend living,2
30639,4631,24h,"At my uncle's funeral it was rainy and windy all morning from the time we woke up until about 1pm when we took him to the cemetery where, upon arrival, the sun came out so bright they had to hand out water bottles until he was placed into his mausoleum then began to rain again.","At my uncle's funeral it was rainy and windy all morning from the time we woke up until about 1pm when we took him to the cemetery where, upon arrival, the sun came out so bright they had to hand out water bottles until he was placed into his mausoleum then began to rain again.",True,1,NA,affection,28,uncle funeral rainy windy morning woke pm cemetery arrived sun bright hand water bottles mausoleum rain,2
30674,3005,24h,Passing my midterm exams,Passing my midterm exams,True,1,NA,achievement,29,passed midterm exam,2
30687,3552,24h,I finally put together enough money to purchase a new laptop that I have been working toward for well over four months! It was an amazing fulfilling moment.,I finally put together enough money to purchase a new laptop that I have been working toward for well over four months! It was an amazing fulfilling moment.,True,2,NA,achievement,30,money purchase laptop amazing fulfilled moment,3
30851,12315,24h,igot off probation. i won a lotto scratch off. i finally cussed somebody off that needed it.,got off probation. i won a lotto scratch off. i finally cussed somebody off that needed it.,False,3,NA,achievement,31,probation won lotto scratch cussed,0
30940,8576,24h,"I went out to see the movie, Beauty and the Beast with some friends.","I went out to see the movie, Beauty and the Beast with some friends.",True,1,NA,bonding,32,movie beautiful beast friend,3
31246,3516,24h,I got my dog at the kennel after she was boarded for 3 weeks.,I got my dog at the kennel after she was boarded for 3 weeks.,True,1,NA,affection,33,dog kennel board weeks,0
31311,2784,24h,The promotion I have was the most happiest moment happened to me. I work in IT for several years now but I didn't received any promotion. This time is the most precious and I will treasure it no matter what. I will continue to love my job and focus my work diligently.,The promotion I have was the most happiest moment happened to me. I work in IT for several years now but I didn't received any promotion. This time is the most precious and I will treasure it no matter what. I will continue to love my job and focus my work diligently.,True,4,NA,achievement,34,promotion moment happened didnt received promotion precious treasure matter continue love job focus diligently,5
31332,3935,24h,When my daughters made me a poem about how good of a mom i am made me happy.,When my daughters made me a poem about how good of a mom i am made me happy.,True,1,NA,affection,35,daughter poem mom,2
31962,2879,24h,"I got a great text from an old friend the other day. It was about high school memories, and it made me smile!","I got a great text from an old friend the other day. It was about high school memories, and it made me smile!",True,2,NA,bonding,36,text friend school memories smile,3
32035,1523,24h,after that i had my ooty trip to enjoy my life with friend there was an shooting point i meat my favorite hero and heroine that feel me an heart less moment i enjoyed a lot with them taking selfi and had some snacks with them that felt me an happy moment i was really happy to see them really in my life,after that i had my ooty trip to enjoy my life with friend there was an shooting point i meat my favorite hero and heroine that feel me an heart less moment i enjoyed a lot with them taking selfieeeeee and had some snacks with them that felt me an happy moment i was really happy to see them really in my life,False,1,NA,bonding,37,ooty trip enjoyed life friend shooting meat favorite hero heroine feel heart moment enjoyed taking selfieeeeee snacks moment life,6
32036,12251,24h,I stepped on the scale and learned that I was down ten more pounds.,I stepped on the scale and learned that I was down ten more pounds.,True,1,NA,achievement,38,stepped scale learned ten pounds,0
32037,5778,24h,When I replaced the brakes on my car.,When I replaced the brakes on my car.,True,1,NA,achievement,39,replaced brakes car,0
32079,476,24h,a outing with my friends last week end,a outing with my friends last week end,True,1,NA,bonding,40,outing friend,2
32112,313,24h,TAKING A LONG  DRIVE ON A CALM ROAD WITH MY FAMILY MEMBER WHO LOVE ME ALWAYS.,TAKING A LONG  DRIVE ON A CALM ROAD WITH MY FAMILY MEMBER WHO LOVE ME ALWAYS.,True,1,NA,affection,41,taking drive calm road family love,5
32166,2023,24h,I went hiking with my husband to our favorite park.,I went hiking with my husband to our favorite park.,True,1,NA,affection,42,hiking husband favorite park,4
32240,424,24h,I won $5.25 in the lotto.,I won $5.25 in the lotto.,True,1,NA,achievement,43,won lotto,0
32338,3307,24h,"I met up with an old friend for lunch. She moved to California about 9 years ago, and I haven't seen her since then.","I met up with an old friend for lunch. She moved to California about 9 years ago, and I haven't seen her since then.",True,2,NA,bonding,44,met friend lunch moved california havent,2
32370,92,24h,My husband made it through it ankle surgery safely,My husband made it through it ankle surgery safely,True,1,NA,affection,45,husband ankle surgery safely,1
32442,1010,24h,I went for a walk in the snow,I went for a walk in the snow,True,1,NA,nature,46,walk snow,0
32455,2797,24h,Reading books of my favourite author,Reading books of my favourite author,True,1,NA,enjoy_the_moment,47,read booked favourite author,0
32474,3708,24h,I was happy that last Saturday that my husband and me finally have time to fish.  It had been at least 6 months since last time we fish.  We didn't catch a lot but sure enjoy the time being together and have chance to relax.  Both of us are having fun that day.,I was happy that last Saturday that my husband and me finally have time to fish.  It had been at least 6 months since last time we fish.  We didn't catch a lot but sure enjoy the time being together and have chance to relax.  Both of us are having fun that day.,True,4,NA,affection,48,saturday husband fish fish didnt catch enjoyed chance relax fun,1
32485,3316,24h,With new job,With new job,True,1,NA,achievement,49,job,0
32661,5560,24h,Surviving my stroke. Not everyone does.,Surviving my stroke. Not everyone does.,True,2,NA,enjoy_the_moment,50,survive stroke,0
32703,9283,24h,I got to spend the weekend fishing with a good friend that I have not seen in a while.,I got to spend the weekend fishing with a good friend that I have not seen in a while.,True,1,NA,bonding,51,spend weekend fish friend,2
32994,2329,24h,It made me happy to finish listening to a podcast that I was really into.,It made me happy to finish listening to a podcast that I was really into.,True,1,NA,leisure,52,finished listening podcast,0
33069,1545,24h,i am still watching movie,i am still watching movie,True,1,NA,leisure,53,watched movie,0
33107,280,24h,my sentence is good day in my life oooo supper day in my life my favarat lince good food annd work mturk in work my ladery 1000 prise in doo day,my sentence is good day in my life oooo supper day in my life my favarat lince good food and work mturk in work my ladery 1000 prise in doo day,False,1,NA,achievement,54,sentence life oooo supper life favarat lince food mturk ladery prise doo,1
33237,62,24h,i got a new job,i got a new job,True,1,NA,achievement,55,job,0
33271,4354,24h,"I got to take a nap in the afternoon,","I got to take a nap in the afternoon,",True,1,NA,leisure,56,nap afternoon,0
33295,7591,24h,The weather was warm enough after work that I could pull my feral cat traps out and clean them all thoroughly.,The weather was warm enough after work that I could pull my feral cat traps out and clean them all thoroughly.,True,1,NA,affection,57,weather warm pull feral cat traps cleaned,0
33360,2293,24h,I had a few drinks at my favorite bar.,I had a few drinks at my favorite bar.,True,1,enjoy_the_moment,enjoy_the_moment,58,drink favorite bar,0
33477,91,24h,Getting in a really big workout.,Getting in a really big workout.,True,1,NA,exercise,59,workout,0
33484,330,24h,My daughter had a problem with her homework and she asked me to help instead of my ex-wife.,My daughter had a problem with her homework and she asked me to help instead of my ex-wife.,True,1,NA,affection,60,daughter homework exwife,5
33585,7735,24h,My husband made me a birthday cake with sprinkles.,My husband made me a birthday cake with sprinkles.,True,1,affection,affection,61,husband birthday cake sprinkles,1
33679,2330,24h,This evening I was able to try a rare beer that I have been waiting to have for a while.,This evening I was able to try a rare beer that I have been waiting to have for a while.,True,1,NA,achievement,62,evening rare beer waiting,0
33732,2514,24h,I showed my disabled son how to play an adaptive game.,I showed my disabled son how to play an adaptive game.,True,1,NA,affection,63,disabled son playing adaptive game,1
33765,1098,24h,"After a long gap, i  really enjoyed the day because of my wife..  she surprised me a gift on our first wedding anniversary. it was a special one .. it was a small pedant where my wedding photo   printed .. she made the design and chain. it shows how much she loves me..  we really enjoyed a lot on that  day .. still feel like young couple ..its was a beautiful anniversary.","After a long gap, i  really enjoyed the day because of my wife..  she surprised me a gift on our first wedding anniversary. it was a special one .. it was a small pedant where my wedding photo   printed .. she made the design and chain. it shows how much she loves me..  we really enjoyed a lot on that  day .. still feel like young couple ..its was a beautiful anniversary.",True,3,affection,affection,64,gap enjoyed wife surprise gift wedding anniversary special pedant wedding photos printed design chain love enjoyed feel couple beautiful anniversary,5
33843,2,24h,I was very happy last 24 hours when I received my incentive from my current working,I was very happy last 24 hours when I received my incentive from my current working,True,1,NA,achievement,65,hours received incentive current,0
33868,1827,24h,Going out for dinner with  family,Going out for dinner with  family,True,1,NA,affection,66,dinner family,2
33927,13,24h,My neighbor gave some special chicken dish today. I love chicken very much.,My neighbor gave some special chicken dish today. I love chicken very much.,True,2,NA,bonding,67,neighbor special chicken dish love chicken,2
33981,192,24h,I WENT TO SHOPPING,I WENT TO SHOPPING,True,1,NA,leisure,68,shopping,0
34045,2328,24h,"This evening, as in 2 or 3 hours ago, I finally ordered a new sever for my house.  This is something I had been thinking of doing for a couple years.  I managed to find some reason to put it off, either I was waiting doe some event such as the next Christmas sales or my next tax return.  I also put it off because when configuring the computer by individual components, one can easily get lost in the vast number of choices.  My old server is getting very long in the tooth so it is a great relief that I was able to finally order the new one.  I am rather excited by this as I have some ideas that require the new machine.","This evening, as in 2 or 3 hours ago, I finally ordered a new sever for my house.  This is something I had been thinking of doing for a couple years.  I managed to find some reason to put it off, either I was waiting doe some event such as the next Christmas sales or my next tax return.  I also put it off because when configuring the computer by individual components, one can easily get lost in the vast number of choices.  My old server is getting very long in the tooth so it is a great relief that I was able to finally order the new one.  I am rather excited by this as I have some ideas that require the new machine.",True,6,NA,achievement,69,evening hours sever house thinking couple managed reason waiting doe event christmas sale tax return configuring computer individual components easily lost vast choices server tooth relief excited idea require machine,7
34082,8810,24h,"My favorite celebrity, Louis Tomlinson, posted a picture on Instagram after not doing so for a few days.","My favorite celebrity, Louis Tomlinson, posted a picture on Instagram after not doing so for a few days.",True,1,NA,enjoy_the_moment,70,favorite celebrated louis tomlinson posted picture instagram days,1
34118,578,24h,Playing an android game.,Playing an android game.,True,1,NA,leisure,71,playing android game,0
34207,2599,24h,I was able to find and purchase a Nintendo Switch system.,I was able to find and purchase a Nintendo Switch system.,True,1,NA,achievement,72,purchase nintendo switch system,0
34453,669,24h,"On Facebook this evening, two of my friends revealed that they had found some fabric online in a pattern resembling my cat's face and decided to make a quilt as a gift.","On Facebook this evening, two of my friends revealed that they had found some fabric online in a pattern resembling my cat's face and decided to make a quilt as a gift.",True,1,NA,bonding,73,facebook evening friend revealed found fabric online pattern resembling cat decided quilt gift,3
34481,518,24h,I was given the opportunity to speak in front of co-workers who were seeking career advice.,I was given the opportunity to speak in front of co-workers who were seeking career advice.,True,1,NA,achievement,74,opportunity speak front coworker seeking career advice,3
34538,37,24h,A lady in front of me paid for my order at Starbucks in the drive-thru.,A lady in front of me paid for my order at Starbucks in the drive-thru.,True,1,NA,achievement,75,lady front paid starbucks drivethru,3
34553,768,24h,I opened the front door only to see my grand-daughter running up the walk to see me and hug me.,I opened the front door only to see my grand-daughter running up the walk to see me and hug me.,True,1,NA,affection,76,front door granddaughter running walk hug,2
34600,3252,24h,I woke up early and went to breakfast with my Pastor and we had a great discussion.,I woke up early and went to breakfast with my Pastor and we had a great discussion.,True,1,NA,affection,77,woke breakfast pastor discussing,1
34687,2184,24h,I made homemade tomato sauce.,I made homemade tomato sauce.,True,1,achievement,achievement,78,homemade tomato sauce,2
34712,359,24h,I bought new mats for my doors to the house.,I bought new mats for my doors to the house.,True,1,NA,achievement,79,bought mat door house,1
34868,1827,24h,Having sex with my girlfriend,Having sex with my girlfriend,True,1,affection,affection,80,sex girlfriend,5
35161,60,24h,I got a complement from a student I teach about how well I am teaching and it made me feel good.,I got a complement from a student I teach about how well I am teaching and it made me feel good.,True,1,NA,achievement,81,complement student teaching teaching feel,1
35228,2613,24h,"During a staff meeting yesterday we were brainstorming and making plans for an upcoming event our team is putting together. Due to the conversation and lighthearted feeling we each began sharing one liner's and making each other laugh. We were laughing so much our boss stepped out of her office wanting to get in on the conversation. Was very enjoyable, felt happy.","During a staff meeting yesterday we were brainstorming and making plans for an upcoming event our team is putting together. Due to the conversation and lighthearted feeling we each began sharing one liner's and making each other laugh. We were laughing so much our boss stepped out of her office wanting to get in on the conversation. Was very enjoyable, felt happy.",True,4,NA,bonding,82,staff meet brainstorming planned upcoming event team putting due conversation lighthearted feel shared liners laugh laugh boss stepped office conversation enjoyed,0
35309,537,24h,My girlfriend kissed me goodbye before leaving for work.,My girlfriend kissed me goodbye before leaving for work.,True,1,NA,affection,83,girlfriend kissed goodbye leave,4
35379,1145,24h,I listened to some really beautiful music.,I listened to some really beautiful music.,True,1,NA,leisure,84,listening beautiful music,1
35519,12438,24h,It was raining all day but when I finished my workday it was sunny outside,It was raining all day but when I finished my workday it was sunny outside,True,1,NA,nature,85,rain finished workday sunny,0
35751,355,24h,YESTERDAY I WENT TO THE PARTY WITH MY FRIEND. THAT MOMENT UNFORGETTABLE MOMENT.,YESTERDAY I WENT TO THE PARTY WITH MY FRIEND. THAT MOMENT UNFORGETTABLE MOMENT.,True,2,NA,bonding,86,party friend moment unforgettable moment,5
36155,881,24h,Being able to stay in bed for a few extra minutes before getting up made me very happy.,Being able to stay in bed for a few extra minutes before getting up made me very happy.,True,1,NA,achievement,87,stay bed extra minutes,1
36393,36,24h,I talked to a friend I had not spoken with in months.,I talked to a friend I had not spoken with in months.,True,1,NA,bonding,88,talked friend spoken,2
36525,12,24h,My boyfriend took me on a romantic date.,My boyfriend took me on a romantic date.,True,1,NA,affection,89,boyfriend romantic date,6
36572,172,24h,I WENT TO TEMPLE,I WENT TO TEMPLE,True,1,NA,leisure,90,temple,0
36635,455,24h,"Wayanad is one of the most popular hill stations in Kerala and has a lot to offer for the visitors in terms of natural beauty in the form of hills, valleys, lakes and much more. I am sharing my recent travel experience to Wayanad.
While returning from our vacation in Ooty, we chose to drive via Gudaloor and spent a few days in Wayanad. Along with Munnar, Wayanad is considered as one of the best hill station destinations in Kerala. While going to Ooty, we drove from Kochi via Coimbatore and there was nothing much exciting in the travel other than the pleasant hills awaiting us! But the return journey was amazing. The drive from Ooty to Wayanad via Gudaloor can't be described in words. You must drive that route to enjoy the real beauty of nature in south India.

After enjoying a drive of about 4 hours through the mist and enjoying the beauty of nature to its best, we reached Lakkidy, which is considered to be the gateway of Wayanad. Lakkidi is a small town along the national highway and is located just above the Wayanad Ghat Pass (Thamarassery ghat) and is the first place after you enter in to the boundary of Wayanad.
One interesting thing I learnt during my visit to Wayanad was, there is no specific town called ""Wayanad"". Instead, a large area of hills, valleys, villages and towns together are called Wayanad, which is politically called as Wayanad district. While driving from Ooty to Wayanad, we were asking for directions to Wayanad and different people showed us different directions since all those places were part of Wayanad. 

During our visit, we stayed in The Wayanad Gate Hotel for a night and we really enjoyed our stay there. Read my review of Pepper Wayanad Gate Hotel and see how we liked the place. Also, check out the budget resorts in Wayanad, where you can experience a little bit of Wayanad within the property itself.","Wayanad is one of the most popular hill stations in Kerala and has a lot to offer for the visitors in terms of natural beauty in the form of hills, valleys, lakes and much more. I am sharing my recent travel experience to Wayanad.
While returning from our vacation in Ooty, we chose to drive via Gudaloor and spent a few days in Wayanad. Along with Munnar, Wayanad is considered as one of the best hill station destinations in Kerala. While going to Ooty, we drove from Kochi via Coimbatore and there was nothing much exciting in the travel other than the pleasant hills awaiting us! But the return journey was amazing. The drive from Ooty to Wayanad via Gudaloor can't be described in words. You must drive that route to enjoy the real beauty of nature in south India.

After enjoying a drive of about 4 hours through the mist and enjoying the beauty of nature to its best, we reached Lakkidy, which is considered to be the gateway of Wayanad. Lakkidi is a small town along the national highway and is located just above the Wayanad Ghat Pass (Thamarassery ghat) and is the first place after you enter in to the boundary of Wayanad.
One interesting thing I learnt during my visit to Wayanad was, there is no specific town called ""Wayanad"". Instead, a large area of hills, valleys, villages and towns together are called Wayanad, which is politically called as Wayanad district. While driving from Ooty to Wayanad, we were asking for directions to Wayanad and different people showed us different directions since all those places were part of Wayanad. 

During our visit, we stayed in The Wayanad Gate Hotel for a night and we really enjoyed our stay there. Read my review of Pepper Wayanad Gate Hotel and see how we liked the place. Also, check out the budget resorts in Wayanad, where you can experience a little bit of Wayanad within the property itself.",True,16,NA,enjoy_the_moment,91,wayanad popular hills station kerala offer visitors terms natural beautiful form hills valleys lake shared recently travel experience wayanad return vacation ooty chose drive gudaloor spent days wayanad munnar wayanad considered hills station destinations kerala ooty drove kochi coimbatore excited travel pleasant hills awaiting return journey amazing drive ooty wayanad gudaloor words drive route enjoyed real beautiful natural south india enjoyed drive hours mist enjoyed beautiful natural reach lakkidi considered gateway wayanad lakkidi town national highway located wayanad ghat passed thamarassery ghat enter boundary wayanad learnt visit wayanad specific town called wayanad hills valleys villages town called wayanad political called wayanad district drive ooty wayanad directions wayanad people directions wayanad visit stay wayanad gate hotel night enjoyed stay read review pepper wayanad gate hotel check budget resorts wayanad experience bit wayanad property,8
36716,1589,24h,A MEDICAL BILL WHICH I SPEND FOR TREATMENT OF MY WIFE REIMBURSED TO ME AND THAT AMOUNT CREDITED IN MY BANK ACCOUNT MADE ME HAPPY.,A MEDICAL BILL WHICH I SPEND FOR TREATMENT OF MY WIFE REIMBURSED TO ME AND THAT AMOUNT CREDITED IN MY BANK ACCOUNT MADE ME HAPPY.,True,1,NA,affection,92,medical bill spend treatment wife reimbursed amount credited bank account,2
36735,2794,24h,My niece has won quiz event at her school. She is at my house this morning to show her prize and I am just happy with her.,My niece has won quiz event at her school. She is at my house this morning to show her prize and I am just happy with her.,True,2,affection,affection,93,niece won quiz event school house morning prize,1
36794,25,24h,I had a complete full night undisturbed sleep after a week.,I had a complete full night undisturbed sleep after a week.,True,1,NA,enjoy_the_moment,94,complete night undisturbed sleep,0
36821,11944,24h,I scored a direct free kick in a soccer match against some guys from the other neighbourhood. I was practicing it in my yard for months and atlast I was able to bend it like Beckham! It was really pleasing and I was really happy.,I scored a direct free kick in a soccer match against some guys from the other neighbourhood. I was practicing it in my yard for months and atlast I was able to bend it like Beckham! It was really pleasing and I was really happy.,True,3,NA,achievement,95,scored directions free kick soccer match guy neighbourhood practice yard atlast bend beckham pleased,2
37063,349,24h,I met my girlfriend at evening and we had nice coffee together. This made me happy.,I met my girlfriend at evening and we had nice coffee together. This made me happy.,True,2,NA,affection,96,met girlfriend evening nice coffee,4
37131,376,24h,I ordered an item I needed. I received free shipping on my items.,I ordered an item I needed. I received free shipping on my items.,True,2,NA,achievement,97,items received free shipping items,0
37180,41,24h,Landing a huge long-term deal with a client for my private business company.,Landing a huge long-term deal with a client for my private business company.,True,1,NA,achievement,98,landed huge longterm deal client private business company,1
37199,3789,24h,I met my new home nurse and she was very pleasant and dedicated.,I met my new home nurse and she was very pleasant and dedicated.,True,1,NA,affection,99,met home nurse pleasant dedicated,1
37404,6965,24h,"My Granddaughter is a major part of my happy moments. This morning we had so much fun making Easter Bunny pancakes with strawberries, blue berries.","My Granddaughter is a major part of my happy moments. This morning we had so much fun making Easter Bunny pancakes with strawberries, blue berries.",True,2,NA,affection,100,granddaughter major moment morning fun easter bunny pancakes strawberries blue berries,6
37419,1054,24h,I took a bunch of clothes to a homeless shelter and helped pass them out.,I took a bunch of clothes to a homeless shelter and helped pass them out.,True,1,NA,achievement,101,bunch clothes homeless shelter helped passed,2
37569,481,24h,"Today Early morning I received a message from my sister's house , saying that my sister gave birth to a girl baby after 12 years of her marriage. I am very happy to hear the birth of this precious baby","Today Early morning I received a message from my sister's house , saying that my sister gave birth to a girl baby after 12 years of her marriage. I am very happy to hear the birth of this precious baby",True,2,NA,affection,102,morning received message sister house sister birth girl baby marriage hear birth precious baby,6
37578,283,24h,The sun was shining for the first time in a long time.,The sun was shining for the first time in a long time.,True,1,nature,nature,103,sun shining,0
37727,301,24h,I was able to spend some time with just my husband away from our children.,I was able to spend some time with just my husband away from our children.,True,1,NA,affection,104,spend husband children,5
37799,628,24h,The lilac bush has come into bloom and I am surrounded by its beautiful fragrance.,The lilac bush has come into bloom and I am surrounded by its beautiful fragrance.,True,1,NA,nature,105,lilac bush bloom surrounded beautiful fragrance,1
37848,4158,24h,Today I met with my college mates after very long times nearly 5 years back it makes me a very happy,Today I met with my college mates after very long times nearly 5 years back it makes me a very happy,True,1,NA,bonding,106,met college mates times makes,3
38082,1918,24h,My funny coworker began quoting one of my favorite comedy movies and laughing with me.,My funny coworker began quoting one of my favorite comedy movies and laughing with me.,True,1,NA,bonding,107,funny coworker quoting favorite comedy movie laugh,1
38117,2871,24h,I woke up to my cat happily licking my face.,I woke up to my cat happily licking my face.,True,1,NA,affection,108,woke cat happily licking,2
38196,3070,24h,I felt very happy when I was able to help my 11 year old neighbor and her Dad catch their dog. The dog escaped but I was able to help catch her by tempting the pup with treats. My neighbors were very happy to have their dog on the leash again.,I felt very happy when I was able to help my 11 year old neighbor and her Dad catch their dog. The dog escaped but I was able to help catch her by tempting the pup with treats. My neighbors were very happy to have their dog on the leash again.,True,3,NA,affection,109,neighbor dad catch dog dog escaped catch tempting pup treat neighbor dog leash,2
38449,23,24h,I went to see movie with wife last night and spend a leisure time with her and I was happy.,I went to see movie with wife last night and spend a leisure time with her and I was happy.,True,1,NA,affection,110,movie wife night spend leisure,1
38484,906,24h,I was playing a baseball video game and won in dramatic fashion against another team.,I was playing a baseball video game and won in dramatic fashion against another team.,True,1,achievement,achievement,111,playing baseball video game won dramatic fashion team,1
38553,2091,24h,I got April Fooled by my little brother. It made me happy because lately he's been doing so well.,I got April Fooled by my little brother. It made me happy because lately he's been doing so well.,True,2,NA,affection,112,april fooled brother hes,2
38628,1187,24h,I went to Dance class.,I went to Dance class.,True,1,NA,achievement,113,dance class,1
38734,603,24h,"My mother made my favorite dinner in the world, her special meatloaf.","My mother made my favorite dinner in the world, her special meatloaf.",True,1,affection,affection,114,mother favorite dinner world special meatloaf,1
38739,5040,24h,"When I am going in the office and suddenly clapping or shouting all staff, because today is my birthday so that time I am feeling very happy and lucky also.","When I am going in the office and suddenly clapping or shouting all staff, because today is my birthday so that time I am feeling very happy and lucky also.",True,1,NA,enjoy_the_moment,115,office suddenly clapping shouting staff birthday feel lucky,0
38768,5640,24h,I saw a friend a church and we greeted each other.,I saw a friend a church and we greeted each other.,True,1,NA,bonding,116,friend church greeted,2
38861,404,24h,Completed 5 six pack exercise routines today i am getting stronger and lighter.,Completed 5 six pack exercise routines today i am getting stronger and lighter.,True,1,NA,exercise,117,complete pack exercise routine stronger lighter,2
38900,5882,24h,I cooked and prepared my favorite meal for dinner.,I cooked and prepared my favorite meal for dinner.,True,1,achievement,achievement,118,cooked prepare favorite meal dinner,1
38902,231,24h,I had lunch at a sushi buffet restaurant with my boyfriend and son.,I had lunch at a sushi buffet restaurant with my boyfriend and son.,True,1,NA,affection,119,lunch sushi buffet restaurant boyfriend son,5
39031,2012,24h,Cousin gave me a new job watching her son. it is only 3 days a week and It covers my portion of rent.,Cousin gave me a new job watching her son. it is only 3 days a week and It covers my portion of rent.,True,2,NA,affection,120,cousin job watched son days covered portion rent,2
39068,9148,24h,I got a promotion at work.,I got a promotion at work.,True,1,NA,achievement,121,promotion,0
39156,385,24h,I went out to go clubbing with some of my friends and caught up with them.,I went out to go clubbing with some of my friends and caught up with them.,True,1,NA,bonding,122,club friend caught,2
